type,ident,lat,long,y_proj,x_proj,comment,altitude,model,ltime
WAYPOINT,12CA071090,35.19407837,-115.46523915,3895644.11646927,639724.720460331,12-JUN-12 15:34:10,1315,GPSMap60, 
WAYPOINT,12CA071091,35.09979512,-115.15055258,3885674.19278628,668571.058629795,13-JUN-12 8:30:58,1163,GPSMap60, 
WAYPOINT,12CA071092,35.09624261,-115.12920337,3885316.49743486,670524.591529296,13-JUN-12 9:56:14,1157,GPSMap60, 
WAYPOINT,12CA071093,35.11270735,-115.08889681,3887212.5014109,674163.959953698,13-JUN-12 13:58:10,1118,GPSMap60, 
WAYPOINT,12CA071094,35.14134119,-115.07476685,3890413.37122637,675390.388005827,14-JUN-12 10:46:31,1108,GPSMap60, 
WAYPOINT,12CA071095,35.15031142,-115.08868718,3891383.89686002,674102.967351362,14-JUN-12 13:41:30,1128,GPSMap60, 
WAYPOINT,12CA071096,35.13015026,-115.05921297,3889199.59987096,676831.742530447,15-JUN-12 9:57:54,1088,GPSMap60, 
WAYPOINT,12CA071097,35.14410018,-115.09221646,3890688.77584446,673794.655147174,15-JUN-12 12:55:45,1123,GPSMap60, 
WAYPOINT,12CA795098,35.10161089,-115.01936423,3886105.52105037,680525.936149895,19-JUN-12 11:34:24,1034,GPSMap60, 
WAYPOINT,12CA795099,35.11013411,-115.01062894,3887066.79453996,681303.337019482,19-JUN-12 14:47:32,1041,GPSMap60, 
WAYPOINT,12CA795600,35.17581705,-115.06949228,3894246.7610316,675796.740432762,20-JUN-12 9:07:15,1136,GPSMap60, 
WAYPOINT,12CA795601,35.18018913,-115.07125835,3894728.59362115,675626.489463643,20-JUN-12 12:15:30,1138,GPSMap60, 
WAYPOINT,12CA795602,35.18551474,-115.08108152,3895302.00082715,674720.50394764,20-JUN-12 14:49:08,1152,GPSMap60, 
WAYPOINT,12CA795603,35.11851149,-115.01570871,3887986.7834318,680821.808066963,21-JUN-12 9:07:53,1049,GPSMap60, 
WAYPOINT,12CA795604,35.13996472,-115.02162198,3890355.67334136,680235.582365411,21-JUN-12 11:53:26,1070,GPSMap60, 
WAYPOINT,12CA795605,35.26677587,-115.06003842,3904352.82795796,676460.642109401,12-JUL-12 9:37:39,1262,GPSMap60, 
WAYPOINT,12CA795606,35.26616760,-115.05612189,3904292.33223736,676818.259050231,12-JUL-12 12:14:01,1254,GPSMap60, 
WAYPOINT,12CA795607,35.27390032,-115.06014914,3905142.89276057,676435.114003577,12-JUL-12 15:04:32,1248,GPSMap60, 
WAYPOINT,12CA795608,35.09718491,-115.12396376,3885429.99848064,671000.27293123,16-JUL-12 12:30:00,1162,GPSMap60, 
WAYPOINT,12CA795609,35.10208723,-115.04706340,3886108.4965347,677999.925944898,16-JUL-12 15:47:31,1050,GPSMap60, 
WAYPOINT,12CA795610,35.29326738,-115.03862224,3907329.66226076,678350.79645232,17-JUL-12 10:41:03,1187,GPSMap60, 
WAYPOINT,12CA795611,35.29112882,-115.04294554,3907084.67551445,677962.307003324,17-JUL-12 12:43:36,1194,GPSMap60, 
WAYPOINT,12CA795612,35.29028971,-115.04645982,3906985.29500696,677644.534889448,17-JUL-12 14:46:13,1200,GPSMap60, 
WAYPOINT,12CA795613,35.29754517,-115.05689537,3907771.44014877,676679.689567963,18-JUL-12 9:43:53,1253,GPSMap60, 
WAYPOINT,12CA795614,35.29912909,-115.05649757,3907947.84259356,676712.419547627,18-JUL-12 11:07:12,1231,GPSMap60, 
WAYPOINT,12CA795615,35.29825620,-115.05716108,3907849.83608601,676653.980602247,18-JUL-12 13:13:37,1234,GPSMap60, 
WAYPOINT,12CA795616,35.10636058,-115.04478444,3886586.57287343,678198.361940101,19-SEP-12 10:29:13,1059,GPSMap60, 
WAYPOINT,12CA795617,35.10138189,-115.04299072,3886037.54714885,678372.713558945,19-SEP-12 12:44:22,1041,GPSMap60, 
WAYPOINT,12CA795618,35.06708398,-115.05245883,3882216.3178986,677583.984108149,19-SEP-12 14:31:27,993,GPSMap60, 
WAYPOINT,12CA795619,35.12556176,-115.02291933,3888755.73173645,680149.112150749,25-SEP-12 11:07:42,1076,GPSMap60, 
WAYPOINT,12CA795620,35.09716647,-115.02771436,3885597.43921985,679774.52297256,25-SEP-12 12:59:06,1033,GPSMap60, 
WAYPOINT,12CA795621,35.10191146,-115.04591449,3886091.05425601,678105.038788071,25-SEP-12 14:49:52,1046,GPSMap60, 
WAYPOINT,417-1,35.29424563,-115.03569259,3907443.44864645,678615.076667338,17-JUL-12 9:23:46,0,GPSMap60, 
WAYPOINT,417-2,35.29128732,-115.04339506,3907101.44987578,677921.078386011,17-JUL-12 9:25:58,1213,GPSMap60, 
WAYPOINT,417-3,35.29033665,-115.04648572,3906990.45532238,677642.076790056,17-JUL-12 9:27:12,1217,GPSMap60, 
WAYPOINT,468,35.10176218,-115.04593955,3886074.45128905,678103.079262188,25-SEP-12 14:00:39,1044,GPSMap60, 
WAYPOINT,469,34.22723019,-116.14212954,3787683.45778081,579013.090141859,04-OCT-12 15:10:55,0,GPSMap60, 
WAYPOINT,B390,35.18107234,-115.14610053,3894696.88533861,668808.93711182, ,1217,GPSMap60, 
WAYPOINT,B391,35.18153301,-115.14527977,3894749.37671108,668882.727359356, ,1215,GPSMap60, 
WAYPOINT,B392,35.18237589,-115.14495883,3894843.41365357,668910.20936055, ,1214,GPSMap60, 
WAYPOINT,B393,35.18255065,-115.13100330,3894886.60324257,670180.705355953, ,1198,GPSMap60, 
WAYPOINT,B394,35.18467999,-115.13202203,3895121.0448232,670083.496340551, ,1200,GPSMap60, 
WAYPOINT,B395,35.18538298,-115.13081286,3895201.09010785,670192.140114636, ,1200,GPSMap60, 
WAYPOINT,B396,35.20892289,-115.09783057,3897869.12708145,673145.592524982, ,1197,GPSMap60, 
WAYPOINT,B397,35.21052408,-115.09522984,3898051.26894835,673378.947201158, ,1196,GPSMap60, 
WAYPOINT,B398,35.21167131,-115.09313973,3898182.17116368,673566.776148014, ,1195,GPSMap60, 
WAYPOINT,B399,35.21345884,-115.08934641,3898387.08128146,673908.279888152, ,1193,GPSMap60, 
WAYPOINT,B400,35.21778909,-115.08139391,3898881.35201188,674622.927179622, ,1186,GPSMap60, 
WAYPOINT,B401,35.22069443,-115.07642060,3899212.37288717,675069.388132526, ,1188,GPSMap60, 
WAYPOINT,B402,35.22721857,-115.06400968,3899957.99363547,676184.963197226, ,1183,GPSMap60, 
WAYPOINT,B403,35.23077786,-115.05871559,3900362.20459806,676659.092166804, ,1181,GPSMap60, 
WAYPOINT,B404,35.22519970,-115.05704918,3899746.4313834,676822.863829227, ,1174,GPSMap60, 
WAYPOINT,B405,35.21663683,-115.04242854,3898822.75701563,678172.338838737,PLRI3 DOMINANTED,1153,GPSMap60, 
WAYPOINT,B406,35.14396783,-115.09232081,3890673.91333056,673785.429434621, ,1127,GPSMap60, 
WAYPOINT,B407,35.13703994,-115.07462595,3889936.52478503,675412.456862582, ,1113,GPSMap60, 
WAYPOINT,B408,35.14953593,-115.07470910,3891322.43477106,675378.060494776, ,1111,GPSMap60, 
WAYPOINT,B409,35.14489504,-115.08682178,3890786.37907635,674284.461612158, ,1110,GPSMap60, 
WAYPOINT,B410,35.14335402,-115.08660930,3890615.82161687,674307.107267611, ,1112,GPSMap60, 
WAYPOINT,B411,35.14425382,-115.07691261,3890732.65972005,675188.639559631, ,1112,GPSMap60, 
WAYPOINT,B412,35.14130716,-115.07475620,3890409.61539078,675391.431380969, ,1114,GPSMap60, 
WAYPOINT,B413,35.14524196,-115.07662696,3890842.76735436,675212.545953174, ,1115,GPSMap60, 
WAYPOINT,B414,35.14778922,-115.07469300,3891128.71774078,675383.276728864, ,1115,GPSMap60, 
WAYPOINT,B415,35.14782283,-115.07553496,3891130.96165266,675306.498060995, ,1114,GPSMap60, 
WAYPOINT,B416,35.14878877,-115.08880083,3891214.80575802,674095.858252024, ,1128,GPSMap60, 
WAYPOINT,B417,35.15035040,-115.08873051,3891388.14467855,674098.936848288, ,1130,GPSMap60, 
WAYPOINT,B418,35.17586659,-115.06943093,3894252.36454284,675802.221089855, ,1138,GPSMap60, 
WAYPOINT,B419,35.18002007,-115.07124175,3894709.87068471,675628.365042659, ,1143,GPSMap60, 
WAYPOINT,B420,35.18557853,-115.08100776,3895309.20613212,674727.084111433, ,1157,GPSMap60, 
WAYPOINT,B421,35.18942021,-115.08029630,3895736.57905071,674783.64093684, ,1161,GPSMap60, 
WAYPOINT,B422,35.18986872,-115.08037660,3895786.18687809,674775.36806177, ,1160,GPSMap60, 
WAYPOINT,B423,35.19166010,-115.08366390,3895979.11125588,674472.202865386, ,1166,GPSMap60, 
WAYPOINT,B424,35.19285738,-115.07924689,3896119.67892006,674871.829758871, ,1162,GPSMap60, 
WAYPOINT,B425,35.19433578,-115.07533765,3896290.55125275,675224.607153823, ,1160,GPSMap60, 
WAYPOINT,B426,35.15738323,-115.05914323,3892220.41740669,676779.17392341, ,1112,GPSMap60, 
WAYPOINT,B427,35.16183939,-115.05499863,3892722.07338343,677147.057467093, ,1111,GPSMap60, 
WAYPOINT,B428,35.16281311,-115.05460829,3892830.77468695,677180.50058449, ,1111,GPSMap60, 
WAYPOINT,B429,35.16998316,-115.05049009,3893633.4296532,677540.028989007, ,1115,GPSMap60, 
WAYPOINT,B430,35.15429987,-115.04802925,3891898.22056149,677798.307304018, ,1098,GPSMap60, 
WAYPOINT,B431,35.15886021,-115.04448060,3892410.40760469,678111.637290592, ,1100,GPSMap60, 
WAYPOINT,B432,35.15941769,-115.03864612,3892482.70923821,678641.898161021, ,1095,GPSMap60, 
WAYPOINT,B433,35.17983391,-115.05135653,3894724.53917406,677439.697102792, ,1123,GPSMap60, 
WAYPOINT,B434,35.18328818,-115.05288078,3895104.97099429,677293.379421355, ,1128,GPSMap60, 
WAYPOINT,B437,35.12382821,-115.05888917,3888498.93225085,676874.923727082, ,1092,GPSMap60, 
WAYPOINT,B438,35.12159343,-115.05706787,3888254.28810726,677045.740072312, ,1090,GPSMap60, 
WAYPOINT,B439,35.13333865,-115.06703211,3889539.39076556,676112.357578081, ,1098,GPSMap60, 
WAYPOINT,B440,35.13350386,-115.07226619,3889548.46525067,675635.068156525, ,1098,GPSMap60, 
WAYPOINT,B441,35.13324453,-115.06767509,3889527.81322262,676053.971284083, ,1095,GPSMap60, 
WAYPOINT,B443,35.12281073,-115.05639363,3888390.51067949,677104.55029824, ,1088,GPSMap60, 
WAYPOINT,B444,35.13001196,-115.05905472,3889184.54080347,676846.462167592, ,1089,GPSMap60, 
WAYPOINT,B445,35.13315417,-115.06487880,3889522.74122146,676308.967300506, ,1094,GPSMap60, 
WAYPOINT,B446,35.12637078,-115.02811468,3888836.07752549,679673.879791566, ,1061,GPSMap60, 
WAYPOINT,B447,35.12532044,-115.02719485,3888721.23382985,679760.01248986, ,1061,GPSMap60, 
WAYPOINT,B448,35.12570132,-115.02277474,3888771.47359251,680161.98122177, ,1060,GPSMap60, 
WAYPOINT,B449,35.12540921,-115.02073391,3888742.76861686,680348.607100304,LATR2 DOMINANTED,1060,GPSMap60, 
WAYPOINT,B450,35.12289438,-115.01845756,3888467.9482119,680561.605365202, ,1057,GPSMap60, 
WAYPOINT,B451,35.13158198,-115.01946322,3889429.76238939,680450.781876889, ,1062,GPSMap60, 
WAYPOINT,B452,35.13988526,-115.02180093,3890346.53537642,680219.452653632,LATR2 DOMINANTED,1072,GPSMap60, 
WAYPOINT,B453,35.11854401,-115.01573646,3887990.34017663,680819.207079818,AMDU2 & LATR2, DISTINCT PARENT,1052,GPSMap60, 
WAYPOINT,B454,35.11007502,-115.01061687,3887060.26219618,681304.56811804,LATR2 & AMDU2,1046,GPSMap60, 
WAYPOINT,B455,35.10731444,-115.01301778,3886749.68675586,681091.839786506, ,1044,GPSMap60, 
WAYPOINT,B456,35.10613200,-115.01108609,3886622.04425793,681270.534833153,DISTURBED, SPAM2 DOMINANT,1043,GPSMap60, 
WAYPOINT,B457,35.10290137,-115.01289155,3886260.41472264,681113.112682136,DISTURBED, SPAM2 DOMINANT,1041,GPSMap60, 
WAYPOINT,B458,35.10151676,-115.01969271,3886094.48468481,680496.200396908,DISTURBED, SPAM2 DOMINANT,1041,GPSMap60, 
WAYPOINT,B459,35.10167216,-115.02216252,3886107.24814112,680270.716722943, ,1040,GPSMap60, 
WAYPOINT,B460,35.09643883,-115.01743010,3885535.34045074,680713.665007176,DISTRURBED, SPAM2 DOMINANT,1036,GPSMap60, 
WAYPOINT,B461,35.09624865,-115.02322988,3885503.73785008,680185.358034534, ,1036,GPSMap60, 
WAYPOINT,B462,35.09702364,-115.02631123,3885584.13000187,679902.749165936, ,1035,GPSMap60, 
WAYPOINT,B463,35.09737677,-115.02789566,3885620.43855145,679757.533463621,LATR2 DOMINANTED,1035,GPSMap60, 
WAYPOINT,B464,35.06700427,-115.05247065,3882207.45545684,677583.078911295,19-SEP-12 13:51:08,1056,GPSMap60, 
WAYPOINT,B466,35.10005118,-115.04549774,3885885.45726842,678147.077317005,25-SEP-12 13:59:53,1043,GPSMap60, 
WAYPOINT,B467,35.10205697,-115.04688696,3886105.45547333,678016.075371943,16-JUL-12 14:54:21,1046,GPSMap60, 
WAYPOINT,B469,35.10143629,-115.04296607,3886043.62535516,678374.842020239,16-JUL-12 14:10:26,1162,GPSMap60, 
WAYPOINT,B472,35.10624063,-115.04468076,3886573.45354504,678208.073756398,19-SEP-12 9:18:49,1153,GPSMap60, 
WAYPOINT,CHEME1,34.41360760,-114.49124574,3810871.00506592,730577.003437517,08:04 04-OCT-12,0,GPSMap60, 
WAYPOINT,CLARK1,36.10190797,-115.02277499,3997061.00960092,677984.997859723,08:04 04-OCT-12,0,GPSMap60, 
WAYPOINT,DEVA1,36.30224392,-116.89603857,4017477.0088488,509335.001082697,08:04 04-OCT-12,0,GPSMap60, 
WAYPOINT,DEVA2,36.23016885,-117.25249065,4009507.0087474,477310.996966896,08:04 04-OCT-12,0,GPSMap60, 
WAYPOINT,DEVA3,36.30224660,-116.88901051,4017478.0069032,509965.997512888,08:04 04-OCT-12,0,GPSMap60, 
WAYPOINT,GEN,35.09717150,-115.12399913,3885428.45034337,670997.076602676,16-JUL-12 10:32:23,0,GPSMap60, 
WAYPOINT,JBACEC1,35.50132818,-117.98705550,3929088.00427888,410481.998421262,08:04 04-OCT-12,0,GPSMap60, 
WAYPOINT,JBACEC2,35.49840348,-118.13698662,3928910.00808034,396879.998764118,08:04 04-OCT-12,0,GPSMap60, 
WAYPOINT,JBACEC3,35.49742590,-118.13835095,3928803.00919366,396755.001951043,08:04 04-OCT-12,0,GPSMap60, 
WAYPOINT,JBACEC4,35.46467504,-118.15587499,3925189.01189797,395122.996876726,08:04 04-OCT-12,0,GPSMap60, 
